mm_id,BSEID,NSEID,Industry,Mojo,Name,financial,quality,technical,valuation
503798,526586,WIMPLAST,Plastic Products,Sell,Wim Plast,Flat,Average,Flat,Very Attractive
976655,531761,0,Plastic Products,Hold,Apollo Pipes,Flat,Good,Flat,Fair
376093,523648,PLASTIBLEN,Plastic Products,Hold,Plastiblends India,Positive,Good,Positive,Very Attractive
514917,523754,0,Plastic Products,Hold,Mahindra EPC Irrigat,Very Positive,Good,Very Positive,Attractive
928540,500136,ESTER,Plastic Products,Sell,Ester Inds,Positive,Below Average,Positive,Very Attractive
762139,501423,0,Plastic Products,Sell,Shaily Engg. Plastic,Positive,Average,Positive,Attractive
685474,526409,0,Plastic Products,Sell,Kkalpana lndustries,Negative,Average,Negative,Very Attractive
1003147,542684,PPL,Plastic Products,Not Rated,Prakash Pipes,Flat,Does not qualify,Flat,Very Attractive
301332,536974,0,Plastic Products,Hold,Captain Polyplast,Very Positive,Average,Very Positive,Fair
1002653,540078,0,Plastic Products,Not Rated,Mitsu Chem Plast,,Below Average,,Does not qualify
890269,500327,PILITA,Plastic Products,Sell,PIL Italtca Lifest.,Flat,Average,Flat,Does not qualify
755832,526423,KRITIIND,Plastic Products,Not Rated,Kriti Industries (I),Positive,Does not qualify,Positive,Does not qualify
661758,500418,TOKYOPLAST,Plastic Products,Not Rated,Tokyo Plast Intl.,Positive,Does not qualify,Positive,Does not qualify
574344,526582,TPLPLASTEH,Plastic Products,Not Rated,TPL Plastech,Positive,Does not qualify,Positive,Does not qualify
235635,512131,SIGIND,Plastic Products,Not Rated,Signet Industries,Flat,Does not qualify,Flat,Does not qualify
693353,517437,0,Plastic Products,Not Rated,Dutron Polymers,Flat,Does not qualify,Flat,Does not qualify
1002621,539986,0,Plastic Products,Not Rated,Commercial Synbags,Positive,Does not qualify,Positive,Does not qualify
285487,522257,0,Plastic Products,Not Rated,Rajoo Engineers,Negative,Does not qualify,Negative,Does not qualify
270267,516064,ARROWGREEN,Plastic Products,Not Rated,Arrow Greentech,Negative,Does not qualify,Negative,Does not qualify
1002807,540653,SPTL,Plastic Products,Not Rated,Sintex Plastics Tech,Negative,Does not qualify,Negative,Does not qualify
760249,509486,CAPRIHANS,Plastic Products,Not Rated,Caprihans India,Positive,Does not qualify,Positive,Does not qualify
988078,514354,PREMIERPOL,Plastic Products,Not Rated,Premier Polyfilm,Positive,Does not qualify,Positive,Does not qualify
339040,537536,0,Plastic Products,Not Rated,Denis Chem Lab,Flat,Does not qualify,Flat,Does not qualify
895150,526415,0,Plastic Products,Not Rated,OK Play India,Very Negative,Does not qualify,Very Negative,Does not qualify
698252,514428,0,Plastic Products,Not Rated,Hindustan Adhesives,Positive,Does not qualify,Positive,Does not qualify
358713,538715,0,Plastic Products,Not Rated,Dhabriya Polywood,Positive,Does not qualify,Positive,Does not qualify
667234,526731,BRIGHTBROS,Plastic Products,Not Rated,Bright Brothers,Flat,Does not qualify,Flat,Does not qualify
845255,530589,0,Plastic Products,Not Rated,Prima Plastics,Flat,Does not qualify,Flat,Does not qualify
159004,530145,0,Plastic Products,Not Rated,Kisan Mouldings,Very Negative,Does not qualify,Very Negative,Does not qualify
123775,533164,TEXMOPIPES,Plastic Products,Not Rated,Texmo Pipes & Prod.,Very Positive,Does not qualify,Very Positive,Does not qualify
891282,523260,PEARLPOLY,Plastic Products,Not Rated,Pearl Polymers,Negative,Does not qualify,Negative,Does not qualify
669150,531287,0,Plastic Products,Not Rated,National PlasticTech,Flat,Does not qualify,Flat,Does not qualify
878414,530449,0,Plastic Products,Not Rated,Rungta Irrigation,Negative,Does not qualify,Negative,Does not qualify
1002819,540693,0,Plastic Products,Not Rated,Shish Industries,,Below Average,,Does not qualify
650161,514442,,Plastic Products,Not Rated,Sri KPR Industries,Positive,Does not qualify,Positive,Does not qualify
744932,590013,XPROINDIA,Plastic Products,Not Rated,Xpro India,Flat,Does not qualify,Flat,Does not qualify
465695,523840,0,Plastic Products,Not Rated,Innovative Tech Pack,Negative,Does not qualify,Negative,Does not qualify
279776,531454,0,Plastic Products,Not Rated,Polylink Polymers,Negative,Does not qualify,Negative,Does not qualify
975999,526616,0,Plastic Products,Not Rated,National Plastic Ind,Flat,Does not qualify,Flat,Does not qualify
749080,533629,TIJARIA,Plastic Products,Not Rated,Tijaria Polypipe,Very Negative,Does not qualify,Very Negative,Does not qualify
493257,530401,0,Plastic Products,Not Rated,Vinyoflex,Flat,Does not qualify,Flat,Does not qualify
524040,534796,0,Plastic Products,Not Rated,Urbaknitt Fabs,Flat,Does not qualify,Flat,Does not qualify
187665,514336,0,Plastic Products,Not Rated,Genesis IBRC India,Flat,Does not qualify,Flat,Does not qualify
616050,526689,0,Plastic Products,Not Rated,Fenoplast ,Negative,Does not qualify,Negative,Does not qualify
939762,531111,0,Plastic Products,Not Rated,Gothi Plascon (I),Flat,Does not qualify,Flat,Does not qualify
248628,537573,0,Plastic Products,Not Rated,Polymac Thermoformer,,Below Average,,Does not qualify
804147,526799,,Plastic Products,Not Rated,Union Qlty Plastics,Negative,Does not qualify,Negative,Does not qualify
178960,530777,0,Plastic Products,Strong Sell,Infra Industries,Flat,Below Average,Flat,Does not qualify
435708,526001,0,Plastic Products,Not Rated,Jauss Polymers,Flat,Does not qualify,Flat,Does not qualify
444208,526901,0,Plastic Products,Strong Sell,Sonal Adhesives,Flat,Below Average,Flat,Does not qualify
177458,526193,ROYALCUSHN,Plastic Products,Strong Sell,Royal Cushion Vinyl,Flat,Below Average,Flat,Does not qualify
136269,530611,0,Plastic Products,Strong Sell,Sturdy Industries,Very Negative,Below Average,Very Negative,Does not qualify
375293,534639,0,Plastic Products,Not Rated,Vinayak Polycon,Negative,Does not qualify,Negative,Does not qualify
556729,526143,MILTONPLAS,Plastic Products,Strong Sell,MPL Plastics,Flat,Below Average,Flat,Does not qualify
823634,531397,0,Plastic Products,Not Rated,Polycon Internatl.,Negative,Does not qualify,Negative,Does not qualify
505347,530421,0,Plastic Products,Not Rated,Kuwer Industries,Positive,Does not qualify,Positive,Does not qualify
623018,523594,0,Plastic Products,Not Rated,Kunststoffe Inds,Flat,Does not qualify,Flat,Does not qualify
1003036,541735,0,Plastic Products,Not Rated,Vivanta Industries,Flat,Does not qualify,Flat,Does not qualify
177349,513642,0,Plastic Products,Not Rated,Axel Polymers,Flat,Does not qualify,Flat,Does not qualify
940372,520121,0,Plastic Products,Not Rated,Arcee Inds,Flat,Does not qualify,Flat,Does not qualify
688696,531929,0,Plastic Products,Strong Sell,Innocorp,Flat,Below Average,Flat,Does not qualify
751764,530429,0,Plastic Products,Not Rated,Ashish Polyplast ,Flat,Does not qualify,Flat,Does not qualify
173700,531671,0,Plastic Products,Not Rated,Bisil Plast,Flat,Does not qualify,Flat,Does not qualify
277774,0,SANCO,Plastic Products,Not Rated,Sanco Industries,Negative,Does not qualify,Negative,Does not qualify
999982,0,AHIMSA,Plastic Products,Not Rated,Ahimsa Industries,,Below Average,,Does not qualify
1002903,0,SMVD,Plastic Products,Not Rated,SMVD Ploy Pack,,Below Average,,Does not qualify
646737,0,ABMINTLTD,Plastic Products,Not Rated,ABM International,Positive,Does not qualify,Positive,Does not qualify
1002832,0,TIRUPATI,Plastic Products,Not Rated,Shree Tirupati Balaj,,Below Average,,Does not qualify
1003062,0,KSHITIJPOL,Plastic Products,Not Rated,Kshitij Polyline,,Below Average,,Does not qualify
1002926,0,AMJUMBO,Plastic Products,Not Rated,A And M Jumbo Bags,,Below Average,,Does not qualify
427853,523874,0,Plastic Products,Strong Sell,Precision Containeur,Flat,Below Average,Flat,Does not qualify
1003029,0,AVONMPL,Plastic Products,Not Rated,AVON Moldplast,,Below Average,,Does not qualify
526693,532948,TULSI,Plastic Products,Not Rated,Tulsi Extrusions,,Below Average,,Does not qualify
655599,507785,TAINWALCHM,Plastic Products,Not Rated,Tainwala Chem&Plast.,Flat,Does not qualify,Flat,Does not qualify
1003050,0,RPPL,Plastic Products,Not Rated,Rajshree Polypack,,Below Average,,Risky
1003286,509590,GRAPHITE(M,Plastic Products,,Graphite I-Merge,,Does not qualify,,Does not qualify
418044,523694,APCOTEXIND,Rubber  Products,Sell,Apcotex Inds,Very Negative,Good,Very Negative,Very Attractive
633933,530843,CUPID,Rubber  Products,Strong Buy,Cupid,Very Positive,Good,Very Positive,Very Attractive
160297,509162,0,Rubber  Products,Hold,Indag Rubber,Positive,Average,Positive,Very Attractive
425869,500367,RUBFILINTL,Rubber  Products,Sell,Rubfila Internatl.,Flat,Average,Flat,Very Attractive
794146,500333,0,Rubber  Products,Sell,Pix Transmission,Positive,Average,Positive,Very Attractive
761882,509152,GRPLTD,Rubber  Products,Not Rated,GRP,Flat,Does not qualify,Flat,Does not qualify
1003064,542013,0,Rubber  Products,Not Rated,Dolfin Rubbers,,Below Average,,Does not qualify
829331,526492,0,Rubber  Products,Not Rated,Rishiroop,Negative,Does not qualify,Negative,Does not qualify
949700,509196,0,Rubber  Products,Not Rated,MM Rubber,Flat,Does not qualify,Flat,Does not qualify
425431,530475,0,Rubber  Products,Not Rated,Tinna Rubber & Infra,Flat,Does not qualify,Flat,Does not qualify
284074,533001,SOMICONVEY,Rubber  Products,Not Rated,Somi Conveyor,Flat,Does not qualify,Flat,Does not qualify
258812,531346,0,Rubber  Products,Not Rated,Eastern Treads,Negative,Does not qualify,Negative,Does not qualify
665499,530369,0,Rubber  Products,Not Rated,Vamshi Rubber,Negative,Does not qualify,Negative,Does not qualify
329496,590023,ELGIRUBCO,Rubber  Products,Not Rated,Elgi Rubber Co.,Flat,Does not qualify,Flat,Does not qualify
1003292,524256,DAURALAORG,Rubber  Products,,Daurala Organics,,Does not qualify,,Does not qualify
1003360,590023,ELGIRUBBER,Rubber  Products,,Elgi Rubber,,Does not qualify,,Does not qualify
919264,500043,BATAINDIA,Consumer durables,Sell,Bata india,Positive,Good,Positive,Fair
250971,530517,RELAXO,Consumer durables,Hold,Relaxo Footwears,Positive,Good,Positive,Fair
258069,532953,VGUARD,Consumer durables,Sell,V-Guard Inds.,Flat,Good,Flat,Attractive
1002694,540203,SFL,Consumer durables,Hold,Sheela Foam,Positive,Good,Positive,Attractive
275976,507880,VIPIND,Consumer durables,Hold,VIP Inds.,Flat,Excellent,Flat,Very Attractive
957749,500031,BAJAJELEC,Consumer durables,Sell,Bajaj Electricals,Very Negative,Good,Very Negative,Attractive
1003364,542905,SHIL,Consumer durables,Not Rated,Somany Home Inn.,Flat,Does not qualify,Flat,Does not qualify
644231,526642,MIRZAINT,Consumer durables,Sell,Mirza International,Positive,Average,Positive,Very Attractive
738290,526596,LIBERTSHOE,Consumer durables,Sell,Liberty Shoes,Flat,Below Average,Flat,Very Attractive
763450,511389,VIDEOIND,Consumer durables,Not Rated,Videocon Inds.,,Below Average,,Risky
1002869,540775,KHADIM,Consumer durables,Strong Sell,Khadim India,Very Negative,Below Average,Very Negative,Expensive
643793,500279,MIRCELECTR,Consumer durables,Strong Sell,MIRC Electronics,Flat,Below Average,Flat,Does not qualify
289607,531888,0,Consumer durables,Not Rated,Rexnord Electronics,Flat,Does not qualify,Flat,Does not qualify
1003066,0,PARIN,Consumer durables,Not Rated,Parin Furniture,,Below Average,,Does not qualify
1002836,0,AIROLAM,Consumer durables,Not Rated,Airo Lam,,Below Average,,Does not qualify
1003287,500273,MCDOWELL,Consumer durables,,McDowell & Co,,Does not qualify,,Does not qualify
1003366,542907,PRINCEPIPE,Construction Material,Not Rated,Prince Pipes,Flat,Does not qualify,Flat,Fair
663124,532369,RAMCOIND,Construction Material,Strong Sell,Ramco Inds.,Negative,Below Average,Negative,Fair
942521,504741,INDIANHUME,Construction Material,Sell,India Hume Pipe,Negative,Average,Negative,Very Attractive
1002744,540425,SHANKARA,Construction Material,Hold,Shankara Bldg. Prod,Positive,Good,Positive,Very Attractive
470167,509675,HIL,Construction Material,Sell,HIL,Negative,Good,Negative,Very Attractive
376051,509055,VISAKAIND,Construction Material,Sell,Visaka Inds.,Negative,Average,Negative,Very Attractive
530274,508906,EVERESTIND,Construction Material,Sell,Everest Industries,Negative,Average,Negative,Very Attractive
100037,532841,0,Construction Material,Strong Sell,Sahyadri Industries,Negative,Below Average,Negative,Does not qualify
239821,531494,0,Construction Material,Not Rated,Navkar Builders,Flat,Does not qualify,Flat,Does not qualify
180197,538546,0,Construction Material,Not Rated,Bansal Roofing,,Below Average,,Does not qualify
807794,539009,0,Construction Material,Not Rated,GBL Industries,Flat,Does not qualify,Flat,Does not qualify
513374,532540,TCS,IT - Software ,Hold,TCS,Flat,Excellent,Flat,Fair
399834,500209,INFY,IT - Software ,Hold,Infosys,Positive,Excellent,Positive,Very Attractive
308453,532281,HCLTECH,IT - Software ,Sell,HCL Tech.,Flat,Good,Flat,Attractive
531139,507685,WIPRO,IT - Software ,Sell,Wipro,Flat,Good,Flat,Attractive
779228,532755,TECHM,IT - Software ,Sell,Tech Mahindra,Flat,Good,Flat,Very Attractive
925707,532777,NAUKRI,IT - Software ,Sell,Info Edge,Flat,Good,Flat,Very Expensive
1000372,540005,LTI,IT - Software ,Buy,L&T Infotech,Flat,Excellent,Flat,Attractive
580224,532466,OFSS,IT - Software ,Hold,Oracle Finl. Service,Positive,Good,Positive,Attractive
569237,526299,MPHASIS,IT - Software ,Sell,Mphasis,Flat,Good,Flat,Very Attractive
920157,532819,MINDTREE,IT - Software ,Hold,Mindtree,Flat,Good,Flat,Attractive
1002656,540115,LTTS,IT - Software ,Hold,L&T Technology Serv.,Positive,Excellent,Positive,Attractive
194167,532541,NIITTECH,IT - Software ,Hold,NIIT Tech,Flat,Good,Flat,Attractive
316432,532129,HEXAWARE,IT - Software ,Hold,Hexaware Tech.,Positive,Excellent,Positive,Very Attractive
1003150,542726,INDIAMART,IT - Software ,Not Rated,Indiamart Intermesh,Flat,Does not qualify,Flat,Does not qualify
234277,533179,PERSISTENT,IT - Software ,Hold,Persistent Systems,Flat,Good,Flat,Attractive
949649,500408,TATAELXSI,IT - Software ,Sell,Tata Elxsi,Flat,Average,Flat,Very Attractive
864957,532400,BSOFT,IT - Software ,Sell,Birlasoft,Flat,Average,Flat,Expensive
506830,532175,CYIENT,IT - Software ,Sell,Cyient,Negative,Good,Negative,Very Attractive
1002585,539807,INFIBEAM,IT - Software ,Not Rated,Infibeam Avenues,Negative,Does not qualify,Negative,Does not qualify
713730,504067,ZENSARTECH,IT - Software ,Sell,Zensar Technologies,Negative,Good,Negative,Very Attractive
467058,511431,VAKRANGEE,IT - Software ,Strong Sell,Vakrangee,Very Positive,Below Average,Very Positive,Expensive
522321,535648,JUSTDIAL,IT - Software ,Sell,Just Dial,Flat,Good,Flat,Very Attractive
457089,532221,SONATSOFTW,IT - Software ,Hold,Sonata Software,Positive,Good,Positive,Very Attractive
576164,532268,ACCELYA,IT - Software ,Hold,Accelya Solutions,Flat,Good,Flat,Attractive
515672,532735,RSYSTEMS,IT - Software ,Hold,R Systems Intl.,Positive,Average,Positive,Fair
260365,538835,INTELLECT,IT - Software ,Strong Sell,Intellect Design,Negative,Average,Negative,Risky
359242,532790,TANLA,IT - Software ,Hold,Tanla Solutions,Positive,Average,Positive,Risky
1002910,540900,NEWGEN,IT - Software ,Hold,Newgen Software Tech,Flat,Good,Flat,Very Attractive
999966,539289,MAJESCO,IT - Software ,Hold,Majesco,Positive,Good,Positive,Very Attractive
1000415,540704,MATRIMONY,IT - Software ,Strong Sell,Matrimony.Com,Very Negative,Average,Very Negative,Expensive
255999,534758,CIGNITITEC,IT - Software ,Strong Sell,Cigniti Technologies,Negative,Average,Negative,Attractive
577625,532890,TAKE,IT - Software ,Sell,Take Solutions,Positive,Good,Positive,Expensive
1000598,539678,QUICKHEAL,IT - Software ,Sell,Quick Heal Tech,Flat,Average,Flat,Very Attractive
815638,532663,SASKEN,IT - Software ,Sell,Sasken Technologies,Flat,Average,Flat,Very Attractive
805539,531209,NUCLEUS,IT - Software ,Hold,Nucleus Software Exp,Positive,Good,Positive,Very Attractive
871836,533121,EXPLEOSOL,IT - Software ,Sell,Expleo Solutions,Flat,Average,Flat,Fair
854419,523704,MASTEK,IT - Software ,Sell,Mastek,Flat,Good,Flat,Very Attractive
701197,532528,DATAMATICS,IT - Software ,Sell,Datamatics Global,Negative,Average,Negative,Very Attractive
665690,532370,RAMCOSYS,IT - Software ,Sell,Ramco Systems,Positive,Average,Positive,Expensive
825938,526881,63MOONS,IT - Software ,Strong Sell,63 Moons Technologie,Negative,Below Average,Negative,Risky
547354,512161,8KMILES,IT - Software ,Not Rated,8K Miles Software,,Below Average,,Risky
344456,532628,3IINFOTECH,IT - Software ,Strong Sell,3I Infotech,Flat,Below Average,Flat,Expensive
674320,533339,ZENTEC,IT - Software ,Hold,Zen Technologies,Positive,Good,Positive,Very Attractive
380537,532348,SUBEX,IT - Software ,Sell,Subex,Negative,Average,Negative,Very Attractive
282594,532944,ONMOBILE,IT - Software ,Sell,Onmobile Global,Flat,Average,Flat,Very Expensive
405845,532368,BCG,IT - Software ,Hold,Brightcom Group,Very Positive,Average,Very Positive,Very Attractive
313906,590051,SAKSOFT,IT - Software ,Sell,Saksoft,Flat,Good,Flat,Very Attractive
350592,532395,AXISCADES,IT - Software ,Hold,Axiscades Engg. Tech,Very Positive,Average,Very Positive,Attractive
118091,532407,0,IT - Software ,Strong Sell,Moschip Technologies,Positive,Below Average,Positive,Risky
318534,532668,AURIONPRO,IT - Software ,Not Rated,Aurionpro Solutions,Very Negative,Does not qualify,Very Negative,Does not qualify
536412,538734,0,IT - Software ,Hold,Ceinsys Tech,Very Positive,Average,Very Positive,Does not qualify
864107,531225,0,IT - Software ,Not Rated,XT Global Infotech,Positive,Does not qualify,Positive,Does not qualify
996103,532774,INSPIRISYS,IT - Software ,Strong Sell,Inspirisys Solutions,Positive,Below Average,Positive,Does not qualify
759734,532372,0,IT - Software ,Sell,Virinchi,Flat,Average,Flat,Does not qualify
365098,506109,GENESYS,IT - Software ,Strong Sell,Genesys Intl. Corp.,Negative,Average,Negative,Does not qualify
682065,531161,0,IT - Software ,Sell,ABM Knowledgeware,Flat,Average,Flat,Does not qualify
832122,519602,KELLTONTEC,IT - Software ,Sell,Kellton Tech Solut.,Flat,Average,Flat,Does not qualify
